id,title,image_url,content,url,created_at,latlng
15,Holbung Hill,https://images.unsplash.com/photo-1591284915748-bc48608e894d?w=500,"<p>Take me to the stunning Holbung Hill, North Sumatra please! This bird's-eye view captured by&nbsp;<a href=""https://www.instagram.com/hadipramono82/"" rel=""noopener noreferrer"" target=""_blank"">@hadipramono82</a>&nbsp;is absolutely breathtaking! Just look at its scenic sky and lush greenery, I'm falling in love already. 😍 You can catch the incredible sunrise or spend the night gazing at its starry sky. Whichever you prefer, Holbung Hill offers a tranquil escapade!</p><p><a href=""https://www.instagram.com/explore/tags/fromindonesiawithlove/"" rel=""noopener noreferrer"" target=""_blank"">#FromIndonesiawithLove</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a></p>",https://www.instagram.com/p/CIp_iTFA-f5/,2023-12-17 08:16:11.704572+00,"[2.53666937211339,98.7018585205078]"
16,Tumpak Sewu,https://images.unsplash.com/photo-1593901138884-02ee723a96f7?w=720,"<p>Java's waterfalls are a place straight out of a movie scene, where cinematic heaven comes to life! 🌊</p><p>Each waterfall in Java, with its cascading waters and lush surroundings, feels like stepping onto a film set, where every moment is a frame-worthy spectacle. From hidden gems to majestic drops, Java's waterfalls are a dream for explorers and nature enthusiasts alike.</p><p>Ready to be swept away by their beauty?</p><p>📍Tumpak Sewu, Lumajang, East Java</p><p><a href=""https://www.instagram.com/explore/tags/wonderfuljourney/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulJourney</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/javawaterfalls/"" rel=""noopener noreferrer"" target=""_blank"">#JavaWaterfalls</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/cinematicnature/"" rel=""noopener noreferrer"" target=""_blank"">#CinematicNature</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/waterfallwonderland/"" rel=""noopener noreferrer"" target=""_blank"">#WaterfallWonderland</a>&nbsp;🎥🍃💦✨</p>",https://www.instagram.com/p/C0f_RTMBpSJ/,2023-12-17 08:19:54.674482+00,"[-8.15983693386548,112.983055114746]"
17,Bromo Green Hills,https://images.unsplash.com/photo-1580575721984-fe16b6b2a87d?w=720,"<p>The beauty of Mount Bromo is like stepping into a surreal dream. Trekking through its landscapes on horseback, you'll feel as if you've been transported into an old movie scene.</p><p>Did you know that Bromo was chosen as the 3rd most beautiful National Park in the world according to the international travel site called Bounce?</p><p>📍Bromo Mountain, East Java</p><p><a href=""https://www.instagram.com/explore/tags/wonderfuljourney/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulJourney</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/bromoadventure/"" rel=""noopener noreferrer"" target=""_blank"">#BromoAdventure</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/epiclandscapes/"" rel=""noopener noreferrer"" target=""_blank"">#EpicLandscapes</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/timelesstravel/"" rel=""noopener noreferrer"" target=""_blank"">#TimelessTravel</a></p>",https://www.instagram.com/p/C0Vy519BZGJ/,2023-12-17 08:25:51.416394+00,"[-7.96335749656092,112.960052490234]"
18,Tabanan Bali,https://images.unsplash.com/photo-1584774148943-0116b853332a?w=720,"<p>Belimbing Village in Tabanan, Bali, is a treasure trove of stunning, untouched rice terraces. 🌾 Witness their incredible layers weaving a lush green tapestry. Bali's hidden gem!</p><p>📍Tabanan, Bali</p><p><a href=""https://www.instagram.com/explore/tags/wonderfuljourney/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulJourney</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/riceterracebeauty/"" rel=""noopener noreferrer"" target=""_blank"">#RiceTerraceBeauty</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/balihiddengems/"" rel=""noopener noreferrer"" target=""_blank"">#BaliHiddenGems</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/lushgreenlayers/"" rel=""noopener noreferrer"" target=""_blank"">#LushGreenLayers</a></p>",https://www.instagram.com/p/Cz_dpvhBXTH/,2023-12-17 08:30:03.849935+00,"[-8.53977221340963,115.126419067383]"
35,Merapi,https://images.unsplash.com/photo-1535707798491-2303c91896a6?q=80&w=720,"<p>his photo of Mount Merapi&nbsp;is phenomenal! It absolutely captures the power and beauty of this incredible active volcano.</p><p>We’re glad to be a safe distance back to enjoy this spectacular view of nature in action! 😅</p><p>A perfect reminder that&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a>&nbsp;isn’t just tropical beaches and beautiful ocean, but also showcases other incredible landscapes.</p>",https://www.instagram.com/p/Cp9R5GchfvG/,2023-12-18 04:59:52.609562+00,"[-7.54153992647478,110.44616818428]"
21,Mentawai Beach,https://images.unsplash.com/photo-1504682066999-90437076f0dd?q=80&w=720,"<p>Have you ever stumbled upon a hidden gem during your travels?</p><p>Welcome to Sabiret Beach in Mentawai, where pristine beaches meet unique landscapes.</p><p>Imagine strolling along the shore, where turquoise waters kiss your feet, and tilted coconut trees create a uniquely picturesque silhouette against the sky.</p><p>Accessible only by boat, this secluded paradise awaits your discovery. 🌴🌊🛶</p><p>📍Sabiret Beach, Mentawai, West Sumatra</p><p><a href=""https://www.instagram.com/explore/tags/mentawaimagic/"" rel=""noopener noreferrer"" target=""_blank"">#MentawaiMagic</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/pantaiparadise/"" rel=""noopener noreferrer"" target=""_blank"">#PantaiParadise</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/secludedserenity/"" rel=""noopener noreferrer"" target=""_blank"">#SecludedSerenity</a></p>",https://www.instagram.com/p/CyivuZRhNyx/,2023-12-17 08:42:21.910086+00,"[-1.38139691058791,98.9016723632813]"
23,Merbabu,https://images.unsplash.com/photo-1685360594641-91fb52833b3b?q=80&w=720,"<p>Find serenity amidst nature's splendor at Merbabu Mountain, located in Central Java.</p><p>Let the harmonious murmur of the wind rustling through lush green leaves and the symphonic chirping of birds bring peace to your soul 🍃.</p><p>Embrace the tranquility that rejuvenates both body and spirit as you hike through picturesque landscapes and immerse in the calming ambiance.</p><p>Don't miss this haven of peace on your next adventure.</p><p>📍Mount Merbabu, Central Java</p><p><a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfuljourney/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulJourney</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/naturelovers/"" rel=""noopener noreferrer"" target=""_blank"">#NatureLovers</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/serenityseekers/"" rel=""noopener noreferrer"" target=""_blank"">#SerenitySeekers</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/mountainadventures/"" rel=""noopener noreferrer"" target=""_blank"">#MountainAdventures</a></p>",https://www.instagram.com/p/CxcxZsQBQ46/,2023-12-17 09:03:36.129422+00,"[-7.45098595747723,110.439376831055]"
24,Mount Ijen,https://images.unsplash.com/photo-1629735990937-8c24ffd1a413?q=80&w=720,"<p>Greet the day with the transcendent beauty of Mt. Ijen’s morning vistas.</p><p>Here, the earth unveils its potent magic with turquoise-colored acidic crater lakes and ethereal blue flames, creating a tableau of nature’s wonders that are both humbling and awe-inspiring. Set your spirit free in this mesmerizing landscape where adventure meets tranquility.</p><p>An escapade to Mt. Ijen is more than a journey; it's a passage into the sublime, offering an unparalleled communion with the majestic forces of nature. 🌋</p><p>📍Mount Ijen, Banyuwangi, East Java</p><p><a href=""https://www.instagram.com/explore/tags/mtijenmagic/"" rel=""noopener noreferrer"" target=""_blank"">#MtIjenMagic</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/morningviews/"" rel=""noopener noreferrer"" target=""_blank"">#MorningViews</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/turquoiselake/"" rel=""noopener noreferrer"" target=""_blank"">#TurquoiseLake</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/naturalspectacle/"" rel=""noopener noreferrer"" target=""_blank"">#NaturalSpectacle</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/unforgettablejourneys/"" rel=""noopener noreferrer"" target=""_blank"">#UnforgettableJourneys</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfuljourney/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulJourney</a></p>",https://www.instagram.com/p/CxPosENBh7D/,2023-12-17 09:05:52.165525+00,"[-8.05850727108773,114.241976737976]"
11,Rinjani Hill,https://images.unsplash.com/photo-1658913572521-9ee54880bf3a?q=80&w=720,"<p>🌿 Transport Yourself to a Prehistoric Paradise on Lombok Island 🌄</p><p>Uncover the wonders of the Jurassic Park track, where time stands still, and ancient landscapes beckon.</p><p>This is not just a trek; it's a journey through time itself.</p><p>As you venture through this untouched terrain, towering trees will majestically greet you, vibrant green hills will roll as far as the eye can see, and every step will be filled with the thrill of adventure. It's a playground for explorers, hikers, and nature enthusiasts alike.</p><p>Immerse yourself in the lush surroundings, listen to the symphony of the wild, and let the sense of awe wash over you. Capture the moments, create lasting memories, and experience the true essence of nature's majesty. 🦖</p><p>📍Mount Rinjani, Lombok, West Nusa Tenggara</p><p><a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a> <a href=""https://www.instagram.com/explore/tags/wonderfuljourney/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulJourney</a> <a href=""https://www.instagram.com/explore/tags/jurassicadventure/"" rel=""noopener noreferrer"" target=""_blank"">#JurassicAdventure</a></p>",https://www.instagram.com/p/CxMqXsxBHe9/,2023-12-17 09:10:30.546723+00,"[-8.37863790735025,116.473960876465]"
26,Mupu Rice Terrace,https://images.unsplash.com/photo-1698264779283-c4579c3dace1?q=80&w=720,"<p>Explore Mupu Rice Terrace in Ubud: tiered green expanses cascading up hills, where the fresh air awakens the senses.</p><p>This untouched beauty outshines famed neighbors like Tegallalang and Alas Harum.</p><p>Enjoy pristine views by 8 am, breathe in pure oxygen, and bask in the warmth of local hospitality.</p><p>Who needs photo edits when the reality is this stunning? 🌾</p><p>📍Mupu Rice Terrace, Tegallalang, Bali</p><p><a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfuljourney/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulJourney</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/ubudhiddengems/"" rel=""noopener noreferrer"" target=""_blank"">#UbudHiddenGems</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/natureawakens/"" rel=""noopener noreferrer"" target=""_blank"">#NatureAwakens</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/riceterracedreams/"" rel=""noopener noreferrer"" target=""_blank"">#RiceTerraceDreams</a></p>",https://www.instagram.com/p/CwR27ibuBvi/,2023-12-17 10:37:53.45727+00,"[-8.43000783796156,115.32039642334]"
25,99 Domes Mosque,https://images.unsplash.com/photo-1667665061698-461f304cbfa5?q=80&w=720,"<p>Prepare to be awe-inspired by the architectural marvel of 99 Domes Mosque in Makassar! 😲🕌</p><p>This magnificent mosque boasts an incredible 99 domes intricately arranged in a mesmerizing pattern. It's not just a place for prayer; it's a vibrant hub for community gatherings, cultural events, and learning. 🌟</p><p>This is the beauty of Makassar and its architectural gem.</p><p>Don't miss this wonder!</p><p>📍99 Domes Mosque, Makassar, South Sulawesi</p><p><a href=""https://www.instagram.com/explore/tags/exploremakassar/"" rel=""noopener noreferrer"" target=""_blank"">#ExploreMakassar</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/architecturalwonder/"" rel=""noopener noreferrer"" target=""_blank"">#ArchitecturalWonder</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfultravel/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulTravel</a></p>",https://www.instagram.com/p/CxKGzA9he6s/,2023-12-17 09:07:59.749034+00,"[-5.14381885480502,119.404107928276]"
29,Sembalun,https://images.unsplash.com/photo-1599372477648-bc918851435b?q=80&w=720,"<p>Join us on a sky-high journey over Indonesia's vibrant agricultural landscapes.</p><p>From up above, the patchwork of colorful fields unfolds like an artist's palette, blending shades of emerald green, gold, and russet into a stunning tableau. Each parcel tells a tale of labor, love, and the bountiful gifts of the earth.</p><p>Celebrate the harmonious interplay of nature and agriculture that paints our beautiful homeland.</p><p>📍Sembalun, East Lombok, West Nusa Tenggara</p><p><a href=""https://www.instagram.com/explore/tags/indonesiafromabove/"" rel=""noopener noreferrer"" target=""_blank"">#IndonesiaFromAbove</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/agriculturalartistry/"" rel=""noopener noreferrer"" target=""_blank"">#AgriculturalArtistry</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfulindonesia/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulIndonesia</a>&nbsp;<a href=""https://www.instagram.com/explore/tags/wonderfuljourney/"" rel=""noopener noreferrer"" target=""_blank"">#WonderfulJourney</a></p>",https://www.instagram.com/p/CultcPXhaKL/,2023-12-17 10:44:53.209598+00,"[-8.35418173620506,116.534729003906]"
